Rwanda,August,49.85,19.86
Rwanda,June,49.52,20.48
Rwanda,May,49.41,86.44
Rwanda,August,49.28,43.97
Rwanda,June,48.96,65.6
Rwanda,June,48.96,65.6
Rwanda,June,48.96,65.6
Rwanda,July,47.93,25.03
Rwanda,May,47.36,68.53
Rwanda,May,47.28,26.63
